,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
779,Arabica,raúl vargas,Colombia,,2,san josé / neiva,03-05-0846,skn caribecafe ltda,,huila,,275,70 kg,Almacafé,2016,"February 20th, 2017",Raúl Vargas,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,Green,6,"February 20th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
782,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,,el patalillo,5-019-0060,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,350 kg,Specialty Coffee Association of Costa Rica,2015,"April 10th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,Blue-Green,0,"April 9th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
785,Arabica,cafe politico,Colombia,,,,3-59-1656,cafe politico,,,,1,5 lbs,Specialty Coffee Association,2013,"September 12th, 2014",Cafe Politico,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,Green,0,"September 12th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
786,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,,cafetalera aquiares,5-025-0101,"ceca,s.a.",1.3,turrialba,Cafetalera Aquiares,150,69 kg,Specialty Coffee Association of Costa Rica,2013,"March 21st, 2014","CECA, S.A.",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0,Green,2,"March 21st, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,13,13,13
791,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",,"apollo co., ltd.",,royal base corporation,1040m,don duong,"Apollo Co., LTd.",1,2 kg,Specialty Coffee Association,2012,"July 23rd, 2012",Royal Base Corporation,Other,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,Green,2,"July 23rd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1040,1040,1040
794,Arabica,carcafe ltda ci,Colombia,,,,3-059-1329,,1600 msnm,cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,275,70 kg,Almacafé,Jan-11,"April 18th, 2011",CARCAFE LTDA CI,,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,,5,"April 17th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
795,Arabica,bismarck castro,Honduras,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1600,el paraíso,Santos Fonseca,275,69 kg,Instituto Hondureño del Café,2017,"June 1st, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,Green,1,"June 1st, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1600,1600,1600
796,Arabica,bismarck castro,Honduras,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1600,guinope el paraíso,Santos Fonseca,275,69 kg,Instituto Hondureño del Café,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,Green,7,"April 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1600,1600,1600
804,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0144,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"June 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0,Green,4,"June 9th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
805,Arabica,beneficio santa rosa,Honduras,bsr,,beneficio santa rosa s.a.,13-123-306,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275,69 kg,Instituto Hondureño del Café,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,Green,5,"April 30th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
806,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2863,racafe & cia s.c.a,1800 - 2000,huila,,250,70 kg,Almacafé,2013,"September 13th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0,Green,1,"September 13th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800,2000,1900
815,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2782,,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",150,70 kg,Almacafé,Mayo a Julio,"July 29th, 2011",Racafe & Cia S.C.A,Caturra,,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0,,2,"July 28th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
818,Arabica,bismarck castro,Honduras,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,274,67 kg,Instituto Hondureño del Café,2017,"June 1st, 2017",Bismarck Castro,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,Green,1,"June 1st, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
820,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,,san miguel,09-032-86,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2014,"May 5th, 2015",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0,Green,2,"May 4th, 2016",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250,1250,1250
823,Arabica,chris finch,Nicaragua,,,,17/176/0125B,volcafe specialty coffee,,,,275,5 lbs,Specialty Coffee Association,2013,"July 29th, 2014",Chris Finch,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0,Green,4,"July 29th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
824,Arabica,lusso lab,Zambia,mubuyu munali,,,-,lusso coffee lab,1000-1500m,mubuyu estate,,13,2 kg,Specialty Coffee Association,2014,"June 20th, 2014",LUSSO LAB,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0,,3,"June 20th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000,1500,1250
825,Arabica,rob tuttle,Honduras,,,,13-137-004,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,"January 17th, 2014",Rob Tuttle,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,Green,0,"January 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
833,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindio,3-068-141,,1600 m.s.n.m,cundinamarca,Exportadora de Café Cóndor S.A,250,70 kg,Almacafé,4T/2010,"February 1st, 2011",Exportadora de Cafe Condor S.A,,,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,0,,1,"February 1st, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1600,1600
835,Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-182,micro beneficio la cabaña-javier meza,,bold coast coffee,1900,tarrazu,Manuel Montero,15,46 kg,Specialty Coffee Association,2016,"February 13th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,Green,4,"February 13th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900,1900,1900
843,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-301,cadexsa,1400 msnm,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,Green,1,"May 11th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
844,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,,el patalillo,5-019-0118,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,"May 7th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,Green,0,"May 6th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
849,Arabica,,Honduras,gran manzana y el aguacate,,cigrah sps,13-111-311,cigrah,1350,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,Instituto Hondureño del Café,2014,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,Green,4,"May 16th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
851,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2547,racafe & cia s.c.a,de 1.600 a 1950 msnm,huila,LA PLATA,50,70 kg,Almacafé,2013,"July 19th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,Bluish-Green,0,"July 19th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
858,Arabica,exportadora de cafe condor s.a,Colombia,,,triladora bonanza-armenia,3-68-0206,,1600-1800 msnm,huila,,250,70 kg,Almacafé,1t/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,,0,"June 13th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1800,1700
861,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,,apollo estate,,"sunvirtue co., ltd.",1040,vietnam,Richard Yeh,1,2 kg,Specialty Coffee Association,2014,"December 21st, 2015","Sunvirtue Co., Ltd.",Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,Bluish-Green,0,"December 20th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1040,1040,1040
869,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0059,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacafé,2011,"December 22nd, 2011",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,Green,1,"December 21st, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
870,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2930,,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,Almacafé,Mayo a Julio,"October 4th, 2011",Racafe & Cia S.C.A,,,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,,0,"October 3rd, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
874,Arabica,cadexsa,Honduras,bethel,340,dry mill,13-63-174,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69 kg,Instituto Hondureño del Café,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,Blue-Green,2,"May 2nd, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
876,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,345725 / K1620088,dry mill,017/001/534,"comercial internacional exportadora, s.a.",,jinotega,Rolando Lacayo Cardenal,275,69 kg,Instituto Hondureño del Café,,"March 11th, 2016","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",,,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,Green,1,"March 11th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,NA,NA,NA
877,Arabica,racafe & cia s.c.a,Colombia,,3-37-1367,bachue,Mar-37,racafe & cia s.c.a,,la plata,,165,70 kg,Almacafé,2016,"January 21st, 2016",Racafe & Cia S.C.A,,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,,1,"January 20th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
883,Arabica,,Honduras,gran manzana y el aguacate,,cigrah sps,13-111-192,cigrah,1400,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,Instituto Hondureño del Café,2014,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,Green,5,"May 16th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
884,Arabica,"ceca, s.a.",Costa Rica,gamboa,,beneficio montañas del diamante,5-025-0135,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2013,"April 26th, 2014","CECA, S.A.",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,Green,3,"April 26th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850,1850,1850
896,Arabica,mdh,Honduras,various,174.18,cafico,,molinos de honduras,1200,western region,Cafes Finos de Corquin,275,69 kg,Instituto Hondureño del Café,2018,"January 19th, 2018",MDH,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,Blue-Green,3,"January 19th, 2019",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1200,1200,1200
899,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,,cafetalera aquiares,5-025-024/25,"ceca,s.a.",1.3,turrialba,Cafetalera Aquiares,250,69 kg,Specialty Coffee Association of Costa Rica,2015,"February 3rd, 2015","CECA, S.A.",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,Green,1,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,13,13,13
910,Arabica,benjamin schmerler,Costa Rica,,,,,,4500-6000 feet,tarrazu,CoopeTarrazu,1,60 kg,Specialty Coffee Association,,"June 14th, 2011",Benjamin Schmerler,,,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0,,1,"June 13th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1371.6,1828.8,1600.2
912,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,017-053-0211 / 017-053-0212,beneficio atlantic condega,017-053-0211 / 017-053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez :,550,69 kg,Instituto Hondureño del Café,2017,"June 20th, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,Green,3,"June 20th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1100,1100,1100
913,Arabica,elsy reyes,Honduras,las cuchillas,98,cigrah,13-111-083,cigrah,1400,comayagua,NAHUN MALDONADO,275,69 kg,Instituto Hondureño del Café,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,Green,5,"June 3rd, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
917,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,,several,5-545-0006,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"January 7th, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0,Green,2,"January 7th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1200,1200
922,Arabica,myriam kaplan-pasternak,Haiti,mixed,,coopacvod,,haiti coffee,400-1250m,"dondon, haiti",Mixed,300,4 lbs,Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0,Bluish-Green,0,"May 5th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,400,1250,825
933,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2759,,1050 - 1850,cauca,,250,70 kg,Almacafé,Abril - Julio,"September 7th, 2011",Racafe & Cia S.C.A,,,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0,,0,"September 6th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1050,1850,1450
938,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-204,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,Green,1,"May 11th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
948,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0027,exportadora de cafe condor s.a,1750 m.s.n.m,huila,Exportadora de cafe condor s.a,250,70 kg,Almacafé,2011,"November 11th, 2011",Exportadora de Cafe Condor S.A,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,0,0,Green,0,"November 10th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
949,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0130,,1880 msnm,cauca,,250,70 kg,Almacafé,4T72010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,,,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42,0.16,0,0,,2,"February 22nd, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1880,1880,1880
951,Arabica,racafe & cia s.c.a,Colombia,,3-37-0059,bachue,3-37-0059,racafe & cia s.c.a,,huila,La Plata,230,70 kg,Almacafé,2016,"November 8th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0,,0,"November 8th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
952,Arabica,bismarck castro,Honduras,las cuchillas,149,dry mill,13-111-084,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondureño del Café,2016 / 2017,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2,Bluish-Green,3,"June 9th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
955,Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-318,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0,Green,4,"May 21st, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
959,Arabica,mayra yessenia torres,Honduras,el cerron,,olam honduras,13-01-0556,"olam honduras, s.a.",1450 msnm,san marcos,Nelson Melgar Melgar,275,1 kg,Instituto Hondureño del Café,2014,"January 22nd, 2014",Mayra Yessenia Torres,Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12,0,0,Green,3,"January 22nd, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
965,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,,san carlos,017/001/1214,"comercial internacional exportadora, s.a.",1100,jinotega,Rolando Lacayo,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25,0.1,0,0,Green,4,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1100,1100,1100
966,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-301,cadexsa,1400 msn,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12,0,0,Green,1,"May 11th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
972,Arabica,"exportadora atlantic, s.a.",Nicaragua,las promesas de san blass,017-053-0134,beneficio atlantic planta procedora condega,017-053-0134,exportadora atlantic s.a,1200,"dipilto, nueva segovia",GONZALO CASTILLO,275,69 kg,Instituto Hondureño del Café,2016,"March 8th, 2017","Exportadora Atlantic, S.A.",,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09,0,0,Green,7,"March 8th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1200,1200,1200
975,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,,el patalillo,5-019-0118,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,"May 22nd, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,0,0,Bluish-Green,0,"May 21st, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
